    Finished release [optimized] target(s) in 0.03s
     Running `/home/rule/library/list-routine-learning-rs/target/release/simulation small_simulation.toml 5 /home/rule/library/list-routines-model-comparison/waves/3_1/json/c040_5.json out/1595515534/results/c040_5_best.csv out/1595515534/results/c040_5_predictions.csv out/1595515534/results/c040_5_all.csv /dev/null`
# loaded parameters
# loaded lexicon
#   C/0: list → list
#   TRUE/0: bool
#   FALSE/0: bool
#   NIL/0: list
#   CONS/0: nat → list → list
#   0/0: digit
#   1/0: digit
#   2/0: digit
#   3/0: digit
#   4/0: digit
#   5/0: digit
#   6/0: digit
#   7/0: digit
#   8/0: digit
#   9/0: digit
#   DIGIT/0: digit → nat
#   NAN/0: nat
#   ./2: ∀t1. ∀t2. (t1 → t2) → t1 → t2
#   EMPTY/0: list → bool
#   EQUAL/0: ∀t0. t0 → t0 → bool
#   HEAD/0: list → nat
#   IF/0: ∀t0. bool → t0 → t0 → t0
#   TAIL/0: list → list
#   +/0: nat → nat → nat
#   -/0: nat → nat → nat
#   >/0: nat → nat → bool
# loaded background
# loaded data
#   Datum { i: IntList([4, 2, 2, 6, 8, 9, 4]), o: IntList([4, 2, 2, 6, 8, 9, 4, 9]) }
#   Datum { i: IntList([5, 7, 7, 3, 0, 2, 0, 6, 1]), o: IntList([5, 7, 7, 3, 0, 2, 0, 6, 1, 3]) }
#   Datum { i: IntList([6]), o: IntList([6]) }
#   Datum { i: IntList([]), o: IntList([]) }
#   Datum { i: IntList([7, 0]), o: IntList([7, 0]) }
#   Datum { i: IntList([5, 8, 2, 9, 0, 0]), o: IntList([5, 8, 2, 9, 0, 0, 9]) }
#   Datum { i: IntList([4, 8, 9, 2, 5, 7, 1, 0, 6, 2]), o: IntList([4, 8, 9, 2, 5, 7, 1, 0, 6, 2, 9]) }
#   Datum { i: IntList([9, 1, 1, 5, 1, 6, 5, 6]), o: IntList([9, 1, 1, 5, 1, 6, 5, 6, 9]) }
#   Datum { i: IntList([3, 8, 5]), o: IntList([3, 8, 5, 3]) }
#   Datum { i: IntList([4, 7, 4, 3]), o: IntList([4, 7, 4, 3, 3]) }
#   Datum { i: IntList([4, 8, 3, 7, 8]), o: IntList([4, 8, 3, 7, 8, 3]) }
# searching
problem,run,order,trial,steps,tree,hypotheses,search_time,total_time
c040,3,5,1,1280382,1280384,1191742,600.000026994,600.201998416
c040,3,5,2,232033,233534,226467,1200.000648706,1200.304545894
c040,3,5,3,108259,109216,108193,1800.0106680650001,1800.40938829
c040,3,5,4,96961,97839,96750,2400.0109550810002,2400.492307941
c040,3,5,5,112491,113320,109345,3000.0151124720005,3000.572124605
c040,3,5,6,103822,104683,100770,3600.0156849250006,3600.652988698
c040,3,5,7,60922,61668,59974,4200.0236424,4200.759126149
c040,3,5,8,44590,45396,44293,4800.030802112,4800.836969021
c040,3,5,9,36422,36953,36041,5400.045185862,5400.947538072
c040,3,5,10,34233,34912,33955,6000.055834311,6001.033734219
c040,3,5,11,33706,34409,33214,6600.065717953,6601.108654987
# search time: 6600.066s
# total time: 26411.202s
c040,4,5,1,1254161,1254163,1175214,600.000088254,600.184471481
c040,4,5,2,221545,223602,217449,1200.002027254,1200.296833661
c040,4,5,3,100358,101286,100633,1800.004722579,1800.384338342
c040,4,5,4,89950,90612,89674,2400.0104224379998,2400.479842484
c040,4,5,5,110154,110929,107051,3000.011372691,3000.552254717
c040,4,5,6,101639,102520,98538,3600.0157646039997,3600.61906743
c040,4,5,7,64075,64929,62854,4200.021099992,4200.703786272
c040,4,5,8,46741,47507,45903,4800.021303527,4800.774726801
c040,4,5,9,38088,38817,37492,5400.02432515,5400.872694008
c040,4,5,10,34849,35669,34566,6000.044573994,6000.980280547
c040,4,5,11,32624,33425,32240,6600.066914192,6601.076646722
# search time: 6600.067s
# total time: 33012.702s
