    Finished release [optimized] target(s) in 0.03s
     Running `/home/rule/library/list-routine-learning-rs/target/release/simulation small_simulation.toml 5 /home/rule/library/list-routines-model-comparison/waves/3_1/json/c036_5.json out/1595515534/results/c036_5_best.csv out/1595515534/results/c036_5_predictions.csv out/1595515534/results/c036_5_all.csv /dev/null`
# loaded parameters
# loaded lexicon
#   C/0: list → list
#   TRUE/0: bool
#   FALSE/0: bool
#   NIL/0: list
#   CONS/0: nat → list → list
#   0/0: digit
#   1/0: digit
#   2/0: digit
#   3/0: digit
#   4/0: digit
#   5/0: digit
#   6/0: digit
#   7/0: digit
#   8/0: digit
#   9/0: digit
#   DIGIT/0: digit → nat
#   NAN/0: nat
#   ./2: ∀t1. ∀t2. (t1 → t2) → t1 → t2
#   EMPTY/0: list → bool
#   EQUAL/0: ∀t0. t0 → t0 → bool
#   HEAD/0: list → nat
#   IF/0: ∀t0. bool → t0 → t0 → t0
#   TAIL/0: list → list
#   +/0: nat → nat → nat
#   -/0: nat → nat → nat
#   >/0: nat → nat → bool
# loaded background
# loaded data
#   Datum { i: IntList([9, 6, 9, 6, 9, 6]), o: IntList([6, 6, 9, 9, 9, 6]) }
#   Datum { i: IntList([5, 3, 3, 2, 4]), o: IntList([2, 3, 3, 5, 4]) }
#   Datum { i: IntList([5, 3, 2, 9, 7, 3, 3, 0]), o: IntList([5, 2, 3, 9, 7, 3, 3, 0]) }
#   Datum { i: IntList([6, 0, 8, 2, 5, 2, 1, 7, 3, 4]), o: IntList([2, 0, 8, 6, 5, 2, 1, 7, 3, 4]) }
#   Datum { i: IntList([7, 0, 4, 1, 2, 9, 8, 6, 5]), o: IntList([1, 0, 4, 7, 2, 9, 8, 6, 5]) }
#   Datum { i: IntList([5, 8, 5, 8, 3, 6, 1]), o: IntList([5, 5, 8, 8, 3, 6, 1]) }
#   Datum { i: IntList([1, 4, 0, 4]), o: IntList([1, 0, 4, 4]) }
#   Datum { i: IntList([0, 4, 1, 9, 7]), o: IntList([0, 1, 4, 9, 7]) }
#   Datum { i: IntList([7, 5, 0, 7, 1, 2]), o: IntList([7, 0, 5, 7, 1, 2]) }
#   Datum { i: IntList([6, 2, 9, 1, 4, 3, 0]), o: IntList([1, 2, 9, 6, 4, 3, 0]) }
#   Datum { i: IntList([8, 8, 7, 8]), o: IntList([8, 7, 8, 8]) }
# searching
problem,run,order,trial,steps,tree,hypotheses,search_time,total_time
c036,3,5,3,163707,164776,158386,1800.002043938,1800.467174127
c036,3,5,4,87297,87908,87327,2400.002087465,2400.562017141
c036,3,5,5,56183,56882,56522,3000.005731359,3000.662476475
c036,3,5,6,43873,44635,44317,3600.013371342,3600.788398408
c036,3,5,7,36340,36972,36722,4200.01381201,4200.873452
c036,3,5,8,33102,33866,33616,4800.020197472,4800.975275616
c036,3,5,9,30292,30703,30523,5400.031609556,5401.104218666
c036,3,5,10,26368,27152,26921,6000.031735748,6001.218003778
c036,3,5,11,20537,21249,21171,6600.063570112,6601.355052458
# search time: 6600.064s
# total time: 26412.218s
c036,4,5,1,1247163,1247165,1147553,600.005174332,600.187961058
c036,4,5,2,251258,253770,246340,1200.008536437,1200.309361889
c036,4,5,3,163091,164126,158053,1800.010594292,1800.391097745
c036,4,5,4,82590,83486,82875,2400.0166077619997,2400.481047523
c036,4,5,5,55501,56182,55800,3000.017210817,3000.556618591
c036,4,5,6,43010,43704,43377,3600.031264619,3600.653807097
c036,4,5,7,35326,36010,35752,4200.034829237,4200.727233942
c036,4,5,8,32319,33070,32832,4800.06528506,4800.856715118
c036,4,5,9,28727,29453,29215,5400.083223861,5400.927474105
c036,4,5,10,26245,26909,26656,6000.100942966,6001.046584176
c036,4,5,11,19972,20608,20502,6600.119055995,6601.14941375
# search time: 6600.119s
# total time: 33013.604s
