    Finished release [optimized + debuginfo] target(s) in 0.03s
     Running `/home/rule/library/list-routine-learning-rs/target/release/simulation small_simulation.toml 5 /home/rule/library/list-routines-model-comparison/waves/3_1/json/c078_1.json out/1595515936/results/c078_1_best.csv out/1595515936/results/c078_1_predictions.csv out/1595515936/results/c078_1_all.csv /dev/null`
# loaded parameters
# loaded lexicon
#   C/0: list → list
#   TRUE/0: bool
#   FALSE/0: bool
#   NIL/0: list
#   CONS/0: nat → list → list
#   0/0: digit
#   1/0: digit
#   2/0: digit
#   3/0: digit
#   4/0: digit
#   5/0: digit
#   6/0: digit
#   7/0: digit
#   8/0: digit
#   9/0: digit
#   DIGIT/0: digit → nat
#   NAN/0: nat
#   ./2: ∀t1. ∀t2. (t1 → t2) → t1 → t2
#   EMPTY/0: list → bool
#   EQUAL/0: ∀t0. t0 → t0 → bool
#   HEAD/0: list → nat
#   IF/0: ∀t0. bool → t0 → t0 → t0
#   TAIL/0: list → list
#   +/0: nat → nat → nat
#   -/0: nat → nat → nat
#   >/0: nat → nat → bool
# loaded background
# loaded data
#   Datum { i: IntList([2, 3, 0, 1]), o: IntList([3]) }
#   Datum { i: IntList([2, 7, 9, 5, 4, 0, 8, 1, 3, 6]), o: IntList([9]) }
#   Datum { i: IntList([1, 0]), o: IntList([1]) }
#   Datum { i: IntList([7, 1, 5, 4, 0, 2, 8, 6]), o: IntList([8]) }
#   Datum { i: IntList([2, 5, 3, 0, 6, 4, 1]), o: IntList([6]) }
#   Datum { i: IntList([1, 3, 0, 2, 2, 3, 4]), o: IntList([4]) }
#   Datum { i: IntList([3, 5, 5, 2, 1, 4, 4, 3, 0]), o: IntList([5]) }
#   Datum { i: IntList([1, 5, 0, 3, 7, 4, 6, 2]), o: IntList([7]) }
#   Datum { i: IntList([1, 2, 0]), o: IntList([2]) }
#   Datum { i: IntList([0, 0, 0, 0, 0]), o: IntList([0]) }
#   Datum { i: IntList([5, 6, 2, 1, 7, 8, 0, 9, 3, 4]), o: IntList([9]) }
# searching
problem,run,order,trial,steps,tree,hypotheses,search_time,total_time
c078,2,1,9,71014,71768,68908,5400.041898560001,5401.419509708
c078,2,1,10,56942,57707,55369,6000.044838072001,6001.65610159
c078,2,1,11,52751,53526,51356,6600.045243965001,6601.830699943
# search time: 6600.045s
# total time: 19811.804s
c078,3,1,1,1293102,1293104,1206159,600.000441803,600.1796265
c078,3,1,2,583159,584998,564691,1200.0011329459999,1200.323906516
c078,3,1,3,291362,292366,280817,1800.001253034,1800.426208304
c078,3,1,4,190438,191378,183508,2400.004378815,2400.577578573
c078,3,1,5,160602,161370,154923,3000.0045060720004,3000.6727843
c078,3,1,6,120977,121660,116693,3600.0060010260004,3600.784307219
c078,3,1,7,108978,109697,105666,4200.006860175001,4200.896281085
c078,3,1,8,79375,80129,76871,4800.008956358,4801.006806272
c078,3,1,9,70468,71295,68357,5400.014458641001,5401.161445887
c078,3,1,10,61702,62460,59975,6000.015970066001,6001.311499705
c078,3,1,11,51995,52806,50827,6600.0265244540005,6601.514038594
# search time: 6600.027s
# total time: 26413.742s
c078,4,1,1,1342892,1342894,1237727,600.000641315,600.180769849
c078,4,1,2,572436,574454,554859,1200.0009932910002,1200.305316956
c078,4,1,3,286734,287876,276886,1800.0016481250002,1800.392816308
c078,4,1,4,188183,188997,181093,2400.0018773600004,2400.500245901
c078,4,1,5,163429,164130,157512,3000.0025480500003,3000.59839074
c078,4,1,6,120842,121648,116726,3600.005752768,3600.673962206
c078,4,1,7,110007,110748,106648,4200.010558024,4200.767286593
c078,4,1,8,78701,79470,76225,4800.021352584,4800.884961608
c078,4,1,9,69181,70047,67034,5400.025838126,5400.982172792
c078,4,1,10,63122,63963,61423,6000.038297557,6001.109959017
c078,4,1,11,52061,52851,50866,6600.042767053,6601.24070943
# search time: 6600.043s
# total time: 33015.542s
