    Finished release [optimized] target(s) in 0.03s
     Running `/home/rule/library/list-routine-learning-rs/target/release/simulation small_simulation.toml 5 /home/rule/library/list-routines-model-comparison/waves/3_1/json/c032_1.json out/1594483387/results/c032_1_best.csv out/1594483387/results/c032_1_predictions.csv out/1594483387/results/c032_1_all.csv /dev/null`
# loaded parameters
# loaded lexicon
#   C/0: list → list
#   TRUE/0: bool
#   FALSE/0: bool
#   NIL/0: list
#   CONS/0: nat → list → list
#   0/0: digit
#   1/0: digit
#   2/0: digit
#   3/0: digit
#   4/0: digit
#   5/0: digit
#   6/0: digit
#   7/0: digit
#   8/0: digit
#   9/0: digit
#   DIGIT/0: digit → nat
#   NAN/0: nat
#   ./2: ∀t1. ∀t2. (t1 → t2) → t1 → t2
#   EMPTY/0: list → bool
#   EQUAL/0: ∀t0. t0 → t0 → bool
#   HEAD/0: list → nat
#   IF/0: ∀t0. bool → t0 → t0 → t0
#   TAIL/0: list → list
#   +/0: nat → nat → nat
#   -/0: nat → nat → nat
#   >/0: nat → nat → bool
# loaded background
# loaded data
#   Datum { i: IntList([4, 7, 3, 3]), o: IntList([3, 3]) }
#   Datum { i: IntList([9, 8, 2, 9, 3, 6, 5, 8, 1]), o: IntList([2, 9, 3, 6, 5, 8, 1]) }
#   Datum { i: IntList([7, 7, 5, 5, 0, 7, 0, 5]), o: IntList([5, 5, 0, 7, 0, 5]) }
#   Datum { i: IntList([7, 2, 6, 0, 1, 1, 3, 4, 9, 8]), o: IntList([7, 2, 6, 0, 1, 1, 3, 4]) }
#   Datum { i: IntList([8, 9, 9]), o: IntList([8]) }
#   Datum { i: IntList([0, 8, 5, 4, 6, 1]), o: IntList([0, 8, 5, 4]) }
#   Datum { i: IntList([0, 9, 4, 6, 8, 2, 5, 7, 1]), o: IntList([0, 9, 4, 6, 8, 2, 5]) }
#   Datum { i: IntList([3, 7, 0, 5, 1, 4, 8, 6, 2, 9]), o: IntList([3, 7, 0, 5, 1, 4, 8, 6]) }
#   Datum { i: IntList([7, 6, 4, 4, 1, 8, 3]), o: IntList([4, 4, 1, 8, 3]) }
#   Datum { i: IntList([6, 3, 2, 9, 9, 2, 6, 2]), o: IntList([2, 9, 9, 2, 6, 2]) }
#   Datum { i: IntList([0, 1, 7, 9, 3]), o: IntList([0, 1, 7]) }
# searching
problem,run,order,trial,steps,tree,hypotheses,search_time,total_time
c032,3,1,3,299203,299393,288769,1800.005188777,1800.63301534
c032,3,1,4,206553,206741,199427,2400.006069422,2400.776826936
c032,3,1,5,108144,108333,107753,3000.00852135,3000.983828208
c032,3,1,6,101965,102154,101255,3600.0109983760003,3601.195476537
c032,3,1,7,84728,84924,84575,4200.014052511,4201.379864485
c032,3,1,8,64819,65004,64679,4800.016314464,4801.589626841
c032,3,1,9,49882,50073,49885,5400.019872933,5401.868962559
c032,3,1,10,45533,45728,45448,6000.022834877001,6002.040763191
c032,3,1,11,39903,40092,39813,6600.060144111,6602.255471701
# search time: 6600.060s
# total time: 26422.966s
c032,4,1,1,1061395,1061396,942567,600.005524528,600.292073545
c032,4,1,2,646443,646624,628464,1200.005562693,1200.540557494
c032,4,1,3,285277,285445,275249,1800.00622431,1800.674918456
c032,4,1,4,205968,206145,198790,2400.006255874,2400.806200499
c032,4,1,5,108646,108821,108314,3000.007489736,3000.949724845
c032,4,1,6,101227,101389,100457,3600.009429147,3601.146579145
c032,4,1,7,84604,84779,84407,4200.00989243,4201.323639344
c032,4,1,8,67120,67288,66864,4800.012079697,4801.508040474
c032,4,1,9,51968,52135,51844,5400.014131525,5401.708515998
c032,4,1,10,46025,46186,45901,6000.027190645,6001.918288801
c032,4,1,11,36800,36976,36799,6600.028599079,6602.129102281
# search time: 6600.029s
# total time: 33025.788s
